id_komentar,nama_akun,tanggal,text_cleaning,sentimen,yang_isi
UgxP2AtLoa41Gpjz7K14AaABAg,Karang Jaya,2023-06-12 06:37:31+00:00,jual paksa harga jual mahal subsidi perintah kwalitas uji suku cadang kendara   kok curiga subsidi apa benar beli kendara,negatif,Azzar Rizky
UgwFiCnZuPCrzJlrNpp4AaABAg,Approved Card,2023-06-12 06:35:37+00:00,mana laris jual harga mahal sulit lapang kerja makan kurang kok beli,negatif,Mulia Sahpira
Ugzl4AmPb1EPIBB-7ih4AaABAg,Arf.,2023-06-12 06:32:08+00:00,hybrid kunci,netral,Rizky Ridho Ramadhan
UgzjZK_i71nLaDmCXZN4AaABAg,Zaenal Arifin,2023-06-12 06:03:03+00:00,strategi jls salah   bikin strategi perang mungkin jago   strategi dagang   jago   mau laku rubah budaya masyarakat indonesia   orang indonesia   mau beli kendara jual     harga jatuh   hampir th dunia otomotif jd tahu budaya orang indonesia contoh knp suzuki kurang laku   harga jual jatuh coba   honda toyota contoh   avanza sama xenia     harga xenia lebih murah   knp avanza   laku   pertama harga jual lebih bagus     xenia dua brand toyota   orang lihat semua budaya masyarakat sini lihat kendara bukan   harga     brand harga jual,netral,Muhammad Totti Alfarabi
Ugw91fALy2aaE3liEbB4AaABAg,ella,2023-06-12 04:49:19+00:00,lebih baik mikirin sarana transportasi umum jangkau jangkau sampe daerah tidack kurang macet mahal kurang fasilitas   maintenance   gimana yha perintah sibuk bangun tol   notabene     banyak banyak   lewat tol makin cuan   punya tol,,Raden Ayu Safira Aprilia Fatimah
UgxI72XOO6AiFwTHHd54AaABAg,Orang Bebas,2023-06-12 04:11:13+00:00,baru buat orang ragu ragu kaya waktu minyak tanah alih gas lpg sekarang gas lpg suruh rubah minyak tanah ogah coba pln buat meter wat besar abonemen murah minat masyarakat cara dukung ekosistem motor,negatif,Ade Rocky Saputra
UgyAWNWIx3hZo27Z62Z4AaABAg,taxiboy in BoYtransport,2023-06-12 04:05:17+00:00,harga cekik coba jt banyak rakyat toleh,,Isabella Aisyah Yasmin
UgxGeN6LSM-FHiEIdnF4AaABAg,Eko Saputro,2023-06-12 02:48:56+00:00,bentuk lucu main,,"Ramanda,md"
UgwUfYmiUYa_4Bo7DXJ4AaABAg,Bagong tambeng,2023-06-12 01:59:22+00:00,jalan satu satu   harga murah subsidi besar besar laku,positif,Nur Aisyah Wahyuni
UgzTdF9tsUvYn1qaASp4AaABAg,Irawan Aba,2023-06-12 01:17:42+00:00,generasi smk baru he,negatif,Selvie
UgzxTdXWtuxsnlpEoJh4AaABAg,Suyadi Dadik,2023-06-12 00:37:27+00:00,itu orang mampu tani minta subsidi pupuk laku,netral,Silvi Mutia
Ugwduk4SjgKYnj3RVBN4AaABAg,alfian ihwalul,2023-06-12 00:36:13+00:00,harga mahal  banget   gimana  mau beli,,Bebin Paula
UgwSCB1CHatcFqW3pCp4AaABAg,aulia rahma,2023-06-12 00:25:30+00:00,sila  angkut umum   pribadi apa beda sama sama menuhin jalan,Positif,Putri Hasanah
UgzoUL2Mor83rkPWr0t4AaABAg,genta mulia jaya,2023-06-11 22:15:34+00:00,sangat mahal,negatif,Aldo Kadafi
UgynmUc0a4M6pfYvHGh4AaABAg,Yunus 94,2023-06-11 18:48:20+00:00,masyarakat miskin,negatif,Relin Pramudiya
UgzwK3omyJprkqZaddJ4AaABAg,Itsumo Saiko,2023-06-11 17:01:28+00:00,bagaimana kenderaan elektrik indonesia nak laku pusat changer   cukup jalan raya buruk apa kuasa beli rata rakyat indonesia rendah walaupun duduk ramai,Negatif,Andreas
UgzKt5Npv6x4PDSr1Ix4AaABAg,Subagja,2023-06-11 15:00:01+00:00,jelas harga beli token swap motor sama harga beli bbm sama     bohong apalagi kan mayoritas orang indonesia pergi jauh cepet   buat hanya kerja sih,negatif,Januar Firnando
UgzbDnEJpVa5fP56zE94AaABAg,Rasbut Ganteng,2023-06-11 12:42:28+00:00,puas   laku,netral,Vincentius Hansel Irsansaputra
UgyxunEZZI_5TOjz1Wt4AaABAg,Ardi Farel,2023-06-11 11:51:42+00:00,terlalu kecil per sisa bahan,negatif,Vincent
UgyWX-y0C9Je59FybHh4AaABAg,taufik hidayat,2023-06-11 11:51:32+00:00,sekali cas sampai surabaya   beli,positif,Viky Hendriko
UgzNdAe1JEO2_dWv59Z4AaABAg,Rango Channel CBS,2023-06-11 11:08:02+00:00,bukan   laku harga   mahal,negatif,Michelle Graciela
UgxbOW7oes38dLNbe8d4AaABAg,SAHIR VLOG CLP,2023-06-11 10:17:51+00:00,jelas mahal charging lama jelajah pendek dpminan no,negatif,Candra
UgxGPUV2BUTpAFoA9_B4AaABAg,AKBARファタハ,2023-06-11 09:01:05+00:00,perlu subsidi tiket kai,netral,Albertus Dwi Andhika Putra D.
UgzgD_w0jZkUM8vOkwB4AaABAg,Only One,2023-06-11 08:19:17+00:00,lama video buat inti kendraan bensin lebih murah harga beli,negatif,Fernando
Ugx3exxC8gdPZopL-7F4AaABAg,5191 nugroho,2023-06-11 08:04:07+00:00,pindah polusi udara kota pindah kawasan pltu hasil polusi lebih parah makin besar guna ev makin besar minta daya makin banyak batubara bakar,,Jendraja Husin Kotan
Ugwsue0-oSP_ogHICOB4AaABAg,احمد بدردىن,2023-06-11 08:02:33+00:00,bagaimana laku lebih cuma irit irit sangat giur kaum ekonomi bawah ironis kendara harga atas juta bahkan milyar nyata punya uang atas juta bahkan milyar terlalu pikir irit pikir gengsi status kaya mana mungkin mau,negatif,Billy Franko
UgwE4-s8ewLYd13gsB14AaABAg,Muhsin Fath,2023-06-11 07:58:14+00:00,bantu pajak kok untuk menuhin jalan raya bikin macet kocak transportasi umum banyakin aduh ampun investor akal sehat ilang,negatif,Kelvin William Chandra
UgyEin9pIscoKBF7GR54AaABAg,Daun Hijau,2023-06-11 07:57:31+00:00,anggap   beli cashnya habis tengah jalang terus   mau ngisi cashnya numpang rumah orang mana   tinggal desa,negatif,Nicholas
Ugwpnf3svMAR5TnqDy94AaABAg,Muhammad Nurdjajadi,2023-06-11 07:36:30+00:00,jangan terlalu ekor luar negeri hidup akan dikte luar buat atur sengsara rakyat pln bangun mahal mau pensiun dini beli mahal pajak mahal mau batas jalan ganjil genap pajak progressif terus mau apa,negatif,Reza Dwi Restiyan
Ugzl7WAFjK3WDlm5bTV4AaABAg,Deddy Kurniawan,2023-06-11 07:19:04+00:00,beli harga tinggi dulu kira juta  lebih  baik beli avanza bekas harga juta,netral,Nicholas Wilyanto
Ugy0GtwPBxNL5tcWRA94AaABAg,wahyusaputro,2023-06-11 06:56:40+00:00,akar masalah muahal,negatif,Muhammad Mauladi
Ugw3BjDmjt8uUENR5TV4AaABAg,Always Cuan,2023-06-11 06:16:06+00:00,kendara   evektif banyak minus repot   praktis chargernya lama mending kendara bbm isi   lama,negatif,Dinda Putri Ayu
UgyIYgZzw1rfm9yMaGB4AaABAg,Mekanik Tobat channel,2023-06-11 05:32:45+00:00,ingin rakyat kurang phk anggur pusing  lihat  perintah dagang terus terus dagang tv digital dagang tiket motogp dagang,negatif,Wesley Maximilliano
Ugx1Q_6sxzBZTg_pGth4AaABAg,MasNailun,2023-06-11 05:10:33+00:00,tempat charger banyak spbu mungkin banyak   beli,netral,Dep` Niel Sinaga
UgzCThsLR17FhNplyLZ4AaABAg,Kanoa cetta 13 Cetta,2023-06-11 04:57:36+00:00,inti mahal   harga puluh ribu   jual segitu laku cepat,Negatif,Muhammad Anugrah Hakiki
Ugz3sEUJ6DQshQzfMT54AaABAg,Willy Widhardjo,2023-06-11 04:28:03+00:00,larang jalan protokol thamrin sudirman e e motor,Negatif,Muhammad Alif Fahlevhi
UgzF2faFbPrz_732P5x4AaABAg,Kenzo Wibu,2023-06-11 04:21:16+00:00,fasilitas cas   banyak orang mikir mau cas   bawa jalan,Positif,Veldy Piscessara
Ugw9l8WtIcaAC9_1pkV4AaABAg,ALFANANTA YOUTUBE,2023-06-11 04:16:20+00:00,rakyat sadar kalian mafia kapitalis   bikin ekonomi naik turun se enak perintah hampir mampu melmdungi rakyat kapitalis mungkin kerjasama perintah serius tangan indonesia kiblat jepang,Negatif,Rikky
Ugz3ZS9Jv9fe0wWVGnB4AaABAg,Fajri Harisnanda,2023-06-11 04:03:00+00:00,ujung ujung bisnis muldoeko louehut bisnar rakyat tak mau aspek bisnis produk jga sesuai   pasar,netral,Putra Ganda Dewata
Ugw-Ah5sW0UEcvjRN394AaABAg,suka nonton,2023-06-11 03:41:42+00:00,wakil ketua mti malah paksa hendak jalan bayar pecat   orang   rasa rakyat lebih golong doank mikirnya dagang laku nyuruh pindah   mikir infrastuktur cepat charging kualitas barang tahan   cuma malakin orang preman,Negatif,Wahyu Aji Nurrahman
Ugw1VfrULLju5RVf8QN4AaABAg,Adi Supriadi,2023-06-11 03:38:29+00:00,batrerai   awet terus mahal paling tahun ganti,Netral,Muhammad Agha Setya Pratama
Ugz_Ca3ElvakKX_K5Wh4AaABAg,Dedy Nugraha,2023-06-11 03:29:11+00:00,mau laku serta dalam paket jual set solar cel   hasil daya wat motor   set solar cel wat,,Muhammad Fawzan
UgwOchKo2J5fclAZczF4AaABAg,Anti_Mainstream,2023-06-11 02:16:06+00:00,maksa rakyat pake ev terap dulu perintah   lucu rakyat paksa pake pimpin naik mercy rakus bensin,Negatif,Mikhael Anrodin Simanjuntak
UgxhnjLyoaaA102V4Gh4AaABAg,Aghi Ramadhan,2023-06-10 23:08:29+00:00,tunggu kendara jepang     tenaga hidrogen,positif,Azzar Rizky
UgzKwynwtsNh7egpB3d4AaABAg,yoku ondo,2023-06-10 22:22:51+00:00,rakyat   suka luhut ngotot bapak bisnis,netral,Mulia Sahpira
UgyNmj7roQQWOujKprJ4AaABAg,Mukti Arif,2023-06-10 18:49:12+00:00,stop imfort tektil garment china tingkat produk lokal negri tingkat dapat,,Rizky Ridho Ramadhan
Ugx4uqUM3088A6n5K994AaABAg,Rain,2023-06-10 18:10:58+00:00,dulu ganti soal kurang yakin sama generasi awal,netral,Muhammad Totti Alfarabi
Ugy6VBWP2ToXPiSd0ix4AaABAg,A.Y Wimbo H,2023-06-10 17:43:12+00:00,harus subsidi orang   kena phk mana bangkit cari kerja susah   gampang pabrik   gulung tikar jangan subsidi orag     lebih duit pake jangan tutup mata korban phk mau makan apa keluarga coba pikir,,Raden Ayu Safira Aprilia Fatimah
UgzGOmjFg5-QaZO_9U94AaABAg,Syaiful Anwar,2023-06-10 17:01:09+00:00,bagus jng beli kendara eropa amerika     laku indonesia stres tri   punya pabrikan pegang atpm si ketua ksp tau apa mobil jng beli mending duit simpan   non   kendara umum dukung,netral,Ade Rocky Saputra
UgwIwWHkVoR7trc4BQl4AaABAg,BUDI HARTA,2023-06-10 15:48:51+00:00,wajar sepi harga murah jt   laku juta baru tarik,,Isabella Aisyah Yasmin
UgxB8Mr6kiKpT2UteHB4AaABAg,Eresha channel,2023-06-10 15:44:54+00:00,terlalu mahal,netral,"Ramanda,md"
Ugx8U5pOnZh7_DGYipt4AaABAg,joni irawan,2023-06-10 15:28:19+00:00,harus produksi kendara bahan bakar kurang benar minim produsi produsen kendara dorong alih kendara   genjot produksi mau mau konsumen alih kendara,netral,Nur Aisyah Wahyuni
UgyrTddCgGIHZy-Gj2V4AaABAg,Ahmad Darwin,2023-06-10 15:00:20+00:00,sama awal muncul motor matic dulu sangat sepi minat awam masyarakat,netral,Selvie
Ugyu2HPNaFsLHWxRmTR4AaABAg,Qui-Gon Jean,2023-06-10 14:53:39+00:00,mbok dicontohin dulu coba ganti dulu semua kendara dinas gitu,negatif,Silvi Mutia
Ugw_SGCZYIRPCCrMt5h4AaABAg,seko dilemo,2023-06-10 14:29:05+00:00,stop produksi motor   pke bbm laku n motor,,Bebin Paula
UgxIEWEgMOqPJ9srACt4AaABAg,adin rafi,2023-06-10 14:07:25+00:00,subsidi alat tani harap timbang,negatif,Putri Hasanah
Ugw-p2IYoG7it5LHzC14AaABAg,Plutonet Repair Station,2023-06-10 13:39:26+00:00,mahal masyarakat cari   baris mampu beli harga bawah jutaan,negatif,Aldo Kadafi
UgyfSjXGdHBgtJLebXl4AaABAg,giant,2023-06-10 12:32:01+00:00,cipta angkut umum rata tepat waktu kok malah galak beli,negatif,Relin Pramudiya
Ugx2tCLysTSKyAwp3LZ4AaABAg,Ecomett Cool,2023-06-10 11:51:05+00:00,bukan   laku jual subsidi ribet banyak syarat sarat,Negatif,Andreas
Ugxv8mO13_7pOs1QIj94AaABAg,Deri FRm,2023-06-10 11:20:48+00:00,indonesia sering ujan sama sering banjir gimana bahaya rusak langsung apa kendara,netral,Januar Firnando
Ugzc46Utc7GDbfuNR494AaABAg,Muhammad Fajri,2023-06-10 11:19:09+00:00,jalan banyak rusak kek mana mau maka kendara,negatif,Vincentius Hansel Irsansaputra
UgzddBXbIjwnfxi0jc94AaABAg,Luri Arul,2023-06-10 11:15:13+00:00,isi daya pom aki msh minim bengkel masih hitung jari masyarakat jg takut jebakan gimana apa mogok butuh waktu saing dengan konvensional,positif,Vincent
UgyZ807SMpCyIcUL6G14AaABAg,Iwan Juwana123,2023-06-10 11:03:19+00:00,jelas tambah macet mana,negatif,Viky Hendriko
UgzUnW5cujoTgS8_mkd4AaABAg,OJ stroberi,2023-06-10 10:58:39+00:00,negara ikut bisnis,positif,Michelle Graciela
UgxK9gOFM7KwXmysc1B4AaABAg,Niki photography,2023-06-10 10:32:01+00:00,lama sumber pltu pltd percuma pakai pindah polusi,negatif,Candra
Ugx0iEppyuFyXBGyJSJ4AaABAg,Severinus Maha,2023-06-10 10:05:28+00:00,juga tetap dunia paksa terima nyata stop produksi bbm orang paksa bbm   produksi,negatif,Albertus Dwi Andhika Putra D.
UgyrFJlpHuNF_xDmwRB4AaABAg,Wulan dari,2023-06-10 09:22:08+00:00,gimana mau laku jual cuma buat  orang  elit   beli kola   tinggi  orang  elit   butuh kendara   jual a lambung,negatif,Fernando
UgztP09eG_jS163nA-94AaABAg,One Pas,2023-06-10 09:18:42+00:00,sih logika kampanye dekarbonisasi padahal dominan hasil pltu cemar pindah jalan raya area pltu,,Jendraja Husin Kotan
Ugya4GHyn_Y5191HTkN4AaABAg,Leon Wijaya,2023-06-10 08:41:58+00:00,harus laris   subsidi perintah beberapa timbang sih harga jauh lebih mahal kendara bbm   ukur   compact orang indonesia lebih suka   muat banyak pergi sama keluarga layan terminal charger   pada kondisi medan jalan banyak jalan indonesia kurang mulus tanjak   terjal mampu libas tanjak   tumpang penuh kota baru beberapa   punya rata     punya puluh,negatif,Billy Franko
Ugw8vQcr6EzlTf4KKIZ4AaABAg,bang wiee,2023-06-10 08:11:43+00:00,siapa sih pidato ngomongnya  putar   putar,negatif,Kelvin William Chandra
UgzSvHM9OXNxuExTZkR4AaABAg,Bisnis,2023-06-10 08:09:55+00:00,orang  ngomong mau si moeldogkhok,negatif,Nicholas
UgwteZGQaZ9U0levAsh4AaABAg,Lexus de Lima,2023-06-10 08:03:02+00:00,penting bukan woi lapang kerja warga negara lebih penting,negatif,Reza Dwi Restiyan
Ugwdn21b-eCNNEfuGS54AaABAg,VideoAndi,2023-06-10 08:01:35+00:00,aduh jauh ev bajaj kuota   buat antar jemput anak sekolah harga dimurahin jangan dimahalin murah irit bbm subsidi bbm hemat,negatif,Nicholas Wilyanto
UgwN9CMIPflCSZigxE94AaABAg,Edi J S,2023-06-10 06:29:25+00:00,jangan mau beli naik  ingat  kasus dulu minyak tanah gas dulu gas murah isi ful sekarang gas mahal isi   lebih tengah,negatif,Muhammad Mauladi
UgyjAVWpcvnjHZwkmHZ4AaABAg,Agunk,2023-06-10 06:24:27+00:00,buka   laku duit   jamn skrang buat   keluarga   penting pake   ckp,negatif,Dinda Putri Ayu
Ugx6Jd_vmgux-Ur8_UZ4AaABAg,Anti Oligarki,2023-06-10 05:45:46+00:00,mending uang buat subsidi bbm subsidi buat oligarki,negatif,Wesley Maximilliano
UgziJCEkTyxe-dkuVx14AaABAg,Dian Pratama,2023-06-10 04:52:07+00:00,masalah finance karena finance rata punya brand japan,positif,Dep` Niel Sinaga
UgzRPq2tN9uyuMJVBnx4AaABAg,generasi z,2023-06-10 04:41:45+00:00,makin panas makin mantap maknyus,Netral,Muhammad Anugrah Hakiki
UgxU4eMHxSRQJ2lhON54AaABAg,Sanuri,2023-06-10 04:39:56+00:00,harga masalah harga murah laku,Negatif,Muhammad Alif Fahlevhi
Ugw1XCXuvn5jcPgpVgl4AaABAg,Sonny Andrean Mamu,2023-06-10 03:40:34+00:00,harga mahal bahan bakar biasa,Netral,Veldy Piscessara
UgxSERaRkz9jYxgUsiJ4AaABAg,StereotypedMe,2023-06-10 02:58:25+00:00,bodoh beli perintah kasih diskon nambah utang negara,Negatif,Rikky
UgxWNzMWLTlglUd4_I54AaABAg,P€T@RUNG HIDUP,2023-06-10 02:41:28+00:00,tenang semua waktu lihat tahun yakin motor gila masyarat indonesia   makin makmur sadar lingkung sehat bersih generasi datang   lebih baik,positif,Putra Ganda Dewata
UgzYixu9AiMUsZNLyD94AaABAg,eryadi 12,2023-06-10 02:28:15+00:00,subsidi siapa energi sumber energi fosil sama bohong,Negatif,Wahyu Aji Nurrahman
UgwAN1JznpkdYa4kfJJ4AaABAg,erlich bachman,2023-06-10 01:39:53+00:00,ane mau lmvp harga lcgc konsumsi bbm supra x fi,Netral,Muhammad Agha Setya Pratama
UgxFaQuUDs1jSIpAMvl4AaABAg,mode gratis,2023-06-10 01:16:04+00:00,yuks gais alih enak tinggal colok colok   kaya non mau minumin mulu,,Muhammad Fawzan
UgxbobkaIkkYWxamYJJ4AaABAg,Muhamad Sopian,2023-06-10 01:15:54+00:00,eliteglobal main mahal entah berapa tahun datang,Negaitf,Mikhael Anrodin Simanjuntak
UgxhBHxyQZN2W1KU0od4AaABAg,Dannyminam,2023-06-10 01:03:12+00:00,teknologi baru perlu banyak sempurna,positif,Azzar Rizky
Ugy8f88tnkhodm7PGup4AaABAg,R. A Fras,2023-06-10 01:00:13+00:00,subsisi ev buat orang mampu masyarakat kecil gak dapet apa mending transportasi masal jalan kaki sepeda   kembang banyak bikin macet kena macet batre habis   end boros pt inca ngebet kayak sampe minta   non listik bayar alir vulusnya gimana  jangan  panggil kpk,negatif,Mulia Sahpira
UgwHszwiUZ2qN68XyQx4AaABAg,aldo,2023-06-10 00:58:51+00:00,ogah pake kyk main,netral,Rizky Ridho Ramadhan
UgyXtcV_D-kJ8aH6ZMJ4AaABAg,Rian Rovers,2023-06-10 00:23:20+00:00,maksa  benar  perintah maksa  benar  minta rakyat beli rakyat tanya durabillity karna tahun an   exsis bom rakyat indonesia butuh bukti jelas kendara bom harga batrenya klw rusak harga baru buat apa beli batrenya klw rusak mau buang   sanggup beli batre trus mau tarok hancurin gitu   bom lama youtube terlsa rusak bantre harga batre harga telsa baru,,Muhammad Totti Alfarabi
Ugz4nZUG14edWS2OG4l4AaABAg,Fajar Raedha,2023-06-09 23:14:54+00:00,gin  gimana  subsidi bensin cabut alih smw subsidi motor angkut luarkota sperti bus tranportasi antar kota baik murah inprastruktur serius jd jlm kota pake   pergi jauh pake trnportasi murah,,Raden Ayu Safira Aprilia Fatimah
UgyRy_d1PE7eMi2iUbd4AaABAg,nameless *,2023-06-09 23:05:59+00:00,supsidi buat masyarakat kecil masyarakat kecil beli buat usaha masyarakat kecil kayak jenis keluarga program buat masyarakat kecil apa orang duit buat masyarakat kecil lebih baik buat transportasi umum lebih pada murah si   cuma ibu kota   si ken kabupaten akses kereta api,netral,Ade Rocky Saputra
UgzyTYgk-2p-IvU-ZVx4AaABAg,vlc guy,2023-06-09 20:22:29+00:00,geber geber   sih,,Isabella Aisyah Yasmin
UgzH3ssf6_kIr3KtVUh4AaABAg,Samurai Y,2023-06-09 19:32:55+00:00,perintah apa isi dominasi bodoh gimana   mau dorong kendara harus bikin infrastruktur dulu ngapain subsidi beli kendara   guna masyarakat   punya ingin gas   usah ngajarin cara belanja pake subsidi an infrastruktur isi bahan bakar   semua sederhana   apa instan waktu ngisi bahan bakar minyak tolong indonesia negara luas pikir kaya singapura habis dorong sampe stasiun isi bahan bakar deket masyarakat berapa berapa luas negara woy negara berapa kali mikirlah sederhana   perintah   usah mikir muluk muluk ngajarin orang gimana cara belanja gaji cuma umr cukup sekolahin anak sarjana pake dorong subsidi   make sense cerdas dikit nape,negatif,"Ramanda,md"
UgwzVT9j3hcafvOkZOJ4AaABAg,bumi gonjang ganjing,2023-06-09 18:46:41+00:00,krna dunia alami krisis,negatif,Nur Aisyah Wahyuni
UgyeQvUPwd4uw9gsBIh4AaABAg,ahmad suherman,2023-06-09 17:55:25+00:00,beri power of service masuk stasiun charger rumah garansi pada utama baterai motor kendara pajak naik mungkin persen convert evisien power garansi harga pilih pilih kendara utama bangun kabupaten camat mungkin kembang atas pln khusus green energi pasang plts mudah murah cepat garansi service center cepat mudah murah ingat barang mati hidup bahan bakar bbm baik bbm official pertamina negara subsidi bbm kota bahkan ecer tiap desa tetap sehat service official kota bahkan teknisi umkm masyarakat mana masuk kota bahkan desa desa charger stasiun mungkin pertamina charger merk negara luas tempat istirahat private pln merk milik negara sedia bangun sumber baru plts dulu baik dulu oke indonesia material alam nikel no dunia indonesia negara baterai murah per kapasitas dunia level tentu indonesia material produk dulu daya baterai charger center minimal tiap pertamina few sedikit bangun baik pln tunjuk few sedikit simpul priode step kapan sektor lain laksana dan bismillah moga go green energy baru indonesia cepat capai mungkin tahun depan,positif,Selvie
UgxyvJsK8yUITI2z67h4AaABAg,RAF1F NAD1N,2023-06-09 16:26:31+00:00,kendala salam   sepi minat   laku subsidi   tetap   laku,negatif,Silvi Mutia
UgxMov5H_PPS03ohGnJ4AaABAg,si Tutum,2023-06-09 15:03:33+00:00,banyak   malah mesin hidrogen lawan berat ev,,Bebin Paula
UgwaGW7pL8OUT4-GHVJ4AaABAg,Ika Setiana,2023-06-09 14:59:18+00:00,jt model kayak becak kasih body mending buat beli rumah om,negatif,Putri Hasanah
Ugz4ScjjMuzdHqea0fR4AaABAg,Agro Smart Tech Smart Tech,2023-06-09 14:56:10+00:00,mending ontel jutaan,negatif,Aldo Kadafi
Ugx6t98cwwdkZaA1KpJ4AaABAg,TELOR CEPLOK,2023-06-09 14:26:04+00:00,upah warga jangan sama upah si menteri jangkau menteri ucap jangkau warga jelas beda rasa,negatif,Relin Pramudiya
UgyCRn2gjfzXgyTEfl14AaABAg,Jajang Crypto,2023-06-09 14:07:37+00:00,bikin bensin langka   ser tar laku,negatif,Andreas
Ugwy-sJSd_HL0yZFsdJ4AaABAg,Tritura 66,2023-06-09 14:05:46+00:00,masalahnya kalah saing sama bbm subsidi,negatif,Januar Firnando
UgzRS81fW5Rmt4UNePB4AaABAg,putra LSG,2023-06-09 13:15:24+00:00,pabrik bahan minyak terus produksi blm sedia segala perlu   butuh sebut mudah  jangan  harap laku masyarakat,negatif,Vincentius Hansel Irsansaputra
UgwFzD4aBrHDRfe2TEV4AaABAg,Agan Kennedy,2023-06-09 12:58:46+00:00,jujur sangat bahaya buat guna jalan kaki kadang mau belok hampir ktabrak karna kendara listrik tidak ada suara,positif,Vincent
UgxqKFNKglNSW715OMN4AaABAg,View Review ajalah 🅥,2023-06-09 12:18:21+00:00,tau apa muldogdog tau mau rebut demokrat doank anis gagal nyampres,negatif,Viky Hendriko
Ugz5-h-08ns5Alv361J4AaABAg,Mutiara 17,2023-06-09 12:03:09+00:00,rakyat kok bisniskan,negatif,Michelle Graciela
UgwiI7jVQjkvq5GtISN4AaABAg,gado gado,2023-06-09 11:59:37+00:00,laku obral,netral,Candra
UgwQDtvpKVNdAzJcp_Z4AaABAg,Muhammad Agustono,2023-06-09 11:29:40+00:00,inti waktu cas jarak tempuh,netral,Albertus Dwi Andhika Putra D.
UgwduyVxZ-8QA8FGqbt4AaABAg,Hitman7064,2023-06-09 11:20:50+00:00,colok rumah naikin daya,negatif,Fernando
Ugxj-bPMTUyaSFNoaR54AaABAg,Ismail Aja,2023-06-09 10:12:08+00:00,utang kalian semua utak udang percuma kalian parlemen ngurus negara tak becus isi utak kalian korup tak darinitu alas jah gera rakyat luhut moldoko kalian dua tak sengaja menghancur bangsa,,Jendraja Husin Kotan
UgxJq_jPxq996FVtJ2x4AaABAg,VIKtoRY,2023-06-09 09:44:57+00:00,mau fokus kendara fokus dulu bangun tempat cas banyak titik contoh spbu rest area rumah makan dan lain lain,negatif,Billy Franko
UgwaZRy7u_hoFnPPBCh4AaABAg,East Man,2023-06-09 09:02:13+00:00,wacana media harga murah rame beli,positif,Kelvin William Chandra
UgzOI2OMxYuMcdSZemF4AaABAg,Abdul Ammar,2023-06-09 08:43:48+00:00,butuh motor fast charging charge menit jarak km harga juta garansi baterai tahan kaya gitu rasa bakal rame   alih,netral,Nicholas
Ugyr8lugDnnKMP2Bc014AaABAg,Jimmy Senduk,2023-06-09 08:24:39+00:00,ini bijak modus infrastructure mbl blum malah ksh subsidi   beli mbl  orang  kaya kok subsidi blm tagih naik   untung usaha   jg kuasa,positif,Reza Dwi Restiyan
Ugx40PzOW_3FuMDjnat4AaABAg,Peter Setiawan,2023-06-09 08:22:09+00:00,harga mahal   kecil ev,negatif,Nicholas Wilyanto
UgzpSvLDUNJ17vGFjOx4AaABAg,Dian Genuk,2023-06-09 06:23:32+00:00,bakal laku soal batrainya mahal   murah   rp juta   harga juta,positif,Muhammad Mauladi
UgxrKqq4o59AekHvWwJ4AaABAg,Zumar Tour,2023-06-09 06:23:13+00:00,pusing pikir healing zumar tour,netral,Dinda Putri Ayu
UgwEKKMCKPUbxab_KSN4AaABAg,Herman Tito,2023-06-09 06:21:24+00:00,pribadi sih motor sangat bahaya suara mesin knalpot jalan belok anggap kendara malah timbul crash suara oke sebut klakson seperti semua orang reflek belok blind spot pencet klakson,positif,Wesley Maximilliano
UgzXJ6G-U-eZISD78Ix4AaABAg,Andika Dharma Putra,2023-06-09 05:40:58+00:00,transisi dulu dari bbm konvensional hybrid lengkap fasilitas dulu baru deh,positif,Dep` Niel Sinaga
UgzxlLb-baqWhkYhvgB4AaABAg,Culpa Novum,2023-06-09 05:35:57+00:00,dapat rakyat hilang banyak phk   usah beli barang baru second oke so mau cantik apa   bakal laku jabat juga   make kocak omong   sesuai nyata,,Muhammad Anugrah Hakiki
Ugyz1itkOPcj_y3BxtJ4AaABAg,Pipit wahono,2023-06-09 05:34:28+00:00,alhamdulillah bgtu mahal harga   mayoritas beli  orang    kalang atas msh subsidi negara bgtu jomplang masyarakat   krg punya,Negatif,Muhammad Alif Fahlevhi
UgweDwztks534RFeIpV4AaABAg,Abunya Farel,2023-06-09 05:07:09+00:00,masalah cuman satu mahal,Netral,Veldy Piscessara
UgxK-vFPAnZFxCmL_Yx4AaABAg,Surya,2023-06-09 05:03:55+00:00,sebagai second car pakai air ev   irit juta sebulan   jalan km  bulan  komparasi   mobil km l pakai pertamax puas  benar    mikir bensin,Positif,Rikky
Ugx9hRwQNkHu5Ve5ouN4AaABAg,agku too,2023-06-09 04:43:16+00:00,tidak praktis harga   mahal lengkap dukung after sales produk sebab utama kendara sepi minat contoh   paling sering keluh ialah sifat buah kendara   butuh waktu   relatif lama   isi tenaga tmpt fast charging sedia tetap butuh waktu minimal satu jam   dukung karakter mobile buah kendara charging rumah butuh waktu jauh  lebih  lama jam akhir masyarakat rasa kendara ikut mobilitas tinggi guna   harga   relatif mahal   buah kendara mungil wuling banyak jenis   patok harga   sesuai   kapasitas kendara tsb konsumen paksa mengguinakan kendara tambah,negatif,Putra Ganda Dewata
UgxV8hLxqq4nITkCyMl4AaABAg,Kano N,2023-06-09 04:31:08+00:00,kondisi jalan indonesia mayoritas buruk gelombang buat cepat bobrok baterai suku cadang mahal bikin bangkrut guna,Negatif,Wahyu Aji Nurrahman
